DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
192,2013-06-12 00:00:00,2013-09-10 00:00:00,4,M,77,44124.0,64265,66014,1749,90 days 00:00:00.000000000,7098.025000000001,,0
193,2009-12-12 00:00:00,2011-03-12 00:00:00,14,M,68,44824.0,78137,95932,17795,455 days 00:00:00.000000000,14284.88736263736,,0
194,2011-10-08 00:00:00,2012-06-18 00:00:00,9,M,64,44236.0,789,1445,656,254 days 00:00:00.000000000,943.3228346456693,,0
195,2010-08-16 00:00:00,2011-01-13 00:00:00,4,M,61,45005.0,60,4614,4554,150 days 00:00:00.000000000,11088.99,,0
196,2011-10-21 00:00:00,2013-08-27 00:00:00,22,M,61,43623.0,6101,11480,5379,676 days 00:00:00.000000000,2906.3309911242604,,0
197,2011-08-23 00:00:00,2013-08-15 00:00:00,23,F,59,45459.0,1709,21684,19975,723 days 00:00:00.000000000,10091.104771784232,,0
198,2011-04-09 00:00:00,2013-08-19 00:00:00,27,F,70,43065.0,365,19530,19165,863 days 00:00:00.000000000,8111.258690614137,3116.25,1
199,2011-05-06 00:00:00,2013-08-22 00:00:00,25,M,65,45434.0,30280,48277,17997,839 days 00:00:00.000000000,7834.808402860548,,0
200,2009-08-11 00:00:00,2011-02-02 00:00:00,19,F,52,44601.0,11809,21496,9687,540 days 00:00:00.000000000,6552.179166666667,111.19,1
201,2013-01-14 00:00:00,2013-08-12 00:00:00,8,F,50,45414.0,1615,12055,10440,210 days 00:00:00.000000000,18158.14285714286,,0
202,2012-08-28 00:00:00,2013-07-22 00:00:00,11,M,66,44124.0,38396,46155,7759,328 days 00:00:00.000000000,8640.166920731706,,0
203,2010-05-11 00:00:00,2010-11-20 00:00:00,7,M,68,45309.0,4340,8247,3907,193 days 00:00:00.000000000,7393.94689119171,,0
204,2011-07-15 00:00:00,2011-12-02 00:00:00,5,M,41,45385.0,1502,8894,7392,140 days 00:00:00.000000000,19285.2,,0
205,2011-05-20 00:00:00,2013-08-07 00:00:00,28,M,25,44333.0,45798,73479,27681,810 days 00:00:00.000000000,12482.080555555556,,0
206,2012-06-02 00:00:00,2013-07-26 00:00:00,14,M,83,45431.0,64515,84498,19983,419 days 00:00:00.000000000,17419.54832935561,,0
207,2012-06-09 00:00:00,2012-09-07 00:00:00,4,,112,45694.0,38083,45626,7543,90 days 00:00:00.000000000,30612.008333333335,,0
208,2010-03-09 00:00:00,2012-01-16 00:00:00,23,F,44,43512.0,419,16763,16344,678 days 00:00:00.000000000,8804.787610619469,,0
209,2010-08-05 00:00:00,2011-07-21 00:00:00,12,F,53,44035.0,300,7609,7309,350 days 00:00:00.000000000,7627.463571428571,,0
210,2011-04-20 00:00:00,2013-08-06 00:00:00,27,M,50,45050.0,23631,50586,26955,839 days 00:00:00.000000000,11734.581346841478,61.0,1
211,2009-11-13 00:00:00,2010-09-10 00:00:00,8,M,50,43062.0,19,1117,1098,301 days 00:00:00.000000000,1332.373754152824,,0
212,2010-10-09 00:00:00,2011-02-27 00:00:00,5,M,63,45013.0,307,3622,3315,141 days 00:00:00.000000000,8587.260638297872,,0
213,2010-04-24 00:00:00,2011-06-09 00:00:00,15,F,44,45118.0,574,21623,21049,411 days 00:00:00.000000000,18705.954379562045,,0
214,2011-09-17 00:00:00,2013-09-06 00:00:00,24,M,59,45324.0,90465,108171,17706,720 days 00:00:00.000000000,8982.10625,,0
215,2013-03-25 00:00:00,2013-08-21 00:00:00,6,,113,45429.0,18769,21987,3218,149 days 00:00:00.000000000,7888.419463087248,,0
216,2011-05-14 00:00:00,2013-01-03 00:00:00,21,F,60,45251.0,4115,13684,9569,600 days 00:00:00.000000000,5825.12875,1493.71,1
217,2012-04-23 00:00:00,2012-08-20 00:00:00,5,M,48,44445.0,15343,21947,6604,119 days 00:00:00.000000000,20269.840336134454,,0
218,2009-11-17 00:00:00,2013-08-29 00:00:00,45,F,58,44483.0,13166,39209,26043,1381 days 00:00:00.000000000,6887.9114771904415,,0
219,2013-09-04 00:00:00,2013-09-04 00:00:00,1,,113,44420.0,826,826,0,0 days 00:00:00.000000000,,,0
220,2011-08-15 00:00:00,2011-10-29 00:00:00,3,M,43,45247.0,2989,6367,3378,75 days 00:00:00.000000000,16450.86,,0
221,2011-03-04 00:00:00,2011-05-22 00:00:00,3,,111,44511.0,4817,10089,5272,79 days 00:00:00.000000000,24374.6582278481,,0
222,2011-06-30 00:00:00,2013-08-31 00:00:00,23,F,81,45302.0,262,3415,3153,793 days 00:00:00.000000000,1452.248738965952,,0
223,2009-09-04 00:00:00,2010-04-02 00:00:00,8,M,40,45005.0,47633,56422,8789,210 days 00:00:00.000000000,15286.582142857143,,0
224,2010-01-17 00:00:00,2013-08-29 00:00:00,43,M,60,44720.0,18257,75875,57618,1320 days 00:00:00.000000000,15943.1625,,0
225,2011-03-20 00:00:00,2011-09-28 00:00:00,6,M,53,44905.0,1228,13089,11861,192 days 00:00:00.000000000,22563.69921875,,0
226,2011-12-20 00:00:00,2012-04-09 00:00:00,5,F,27,45227.0,721,7954,7233,111 days 00:00:00.000000000,23800.47972972973,,0
227,2013-06-25 00:00:00,2013-08-24 00:00:00,3,M,63,45324.0,123482,125627,2145,60 days 00:00:00.000000000,13057.6875,,0
228,2011-09-20 00:00:00,2013-08-09 00:00:00,24,M,61,44133.0,63299,69978,6679,689 days 00:00:00.000000000,3540.645500725689,,0
229,2009-09-27 00:00:00,2010-03-10 00:00:00,6,F,76,45414.0,2511,4312,1801,164 days 00:00:00.000000000,4011.0685975609754,824.73,1
230,2009-11-16 00:00:00,2012-07-04 00:00:00,30,M,70,43001.0,65946,99121,33175,961 days 00:00:00.000000000,12608.916493236213,,0
231,2012-07-05 00:00:00,2013-08-29 00:00:00,13,F,47,44035.0,1668,10296,8628,420 days 00:00:00.000000000,7503.278571428572,,0
232,2012-01-19 00:00:00,2012-06-19 00:00:00,6,M,51,43147.0,688,8822,8134,152 days 00:00:00.000000000,19545.68092105263,,0
233,2010-01-08 00:00:00,2011-11-29 00:00:00,22,,110,45656.0,29519,63764,34245,690 days 00:00:00.000000000,18127.516304347824,,0
234,2011-05-03 00:00:00,2011-09-30 00:00:00,5,F,29,45154.0,46377,54451,8074,150 days 00:00:00.000000000,19660.190000000002,,0
235,2009-10-22 00:00:00,2013-08-31 00:00:00,47,M,69,44149.0,37442,71694,34252,1409 days 00:00:00.000000000,8879.022711142654,,0
236,2010-02-14 00:00:00,2011-09-01 00:00:00,20,M,28,43526.0,31080,44708,13628,564 days 00:00:00.000000000,8825.579787234043,,0
237,2011-03-09 00:00:00,2011-09-06 00:00:00,7,M,58,44028.0,4298,8851,4553,181 days 00:00:00.000000000,9187.752762430939,,0
238,2012-03-23 00:00:00,2013-08-29 00:00:00,16,M,39,44425.0,35150,56104,20954,524 days 00:00:00.000000000,14605.817748091602,,0
239,2012-05-20 00:00:00,2012-10-12 00:00:00,5,M,50,44023.0,275,3846,3571,145 days 00:00:00.000000000,8995.225862068966,,0
240,2012-09-14 00:00:00,2013-05-12 00:00:00,9,M,55,45429.0,45,4484,4439,240 days 00:00:00.000000000,6755.603125000001,,0
241,2012-08-21 00:00:00,2013-08-14 00:00:00,13,F,70,45002.0,36780,41671,4891,358 days 00:00:00.000000000,4990.049581005586,,0
242,2009-10-23 00:00:00,2013-09-03 00:00:00,47,M,42,44614.0,2103,76540,74437,1411 days 00:00:00.000000000,19268.68479801559,,0
243,2010-01-17 00:00:00,2013-07-29 00:00:00,37,F,33,43235.0,5024,21611,16587,1289 days 00:00:00.000000000,4700.07893716059,,0
244,2013-05-17 00:00:00,2013-07-27 00:00:00,2,M,68,43344.0,6196,8475,2279,71 days 00:00:00.000000000,11724.010563380281,,0
245,2010-01-15 00:00:00,2013-07-28 00:00:00,39,M,72,45015.0,3534,6175,2641,1290 days 00:00:00.000000000,747.771511627907,,0
246,2009-09-22 00:00:00,2013-09-23 00:00:00,47,M,49,44109.0,247,21852,21605,1462 days 00:00:00.000000000,5397.555574555404,,0
247,2013-01-20 00:00:00,2013-09-17 00:00:00,9,M,56,45066.0,230760,233719,2959,240 days 00:00:00.000000000,4503.228125000001,,0
248,2009-08-21 00:00:00,2011-08-11 00:00:00,24,M,38,44708.0,20224,36043,15819,720 days 00:00:00.000000000,8024.846875,,0
249,2011-01-08 00:00:00,2011-11-19 00:00:00,9,F,54,45449.0,286,6943,6657,315 days 00:00:00.000000000,7718.95,,0
250,2011-03-19 00:00:00,2011-08-16 00:00:00,5,M,66,45309.0,105,1445,1340,150 days 00:00:00.000000000,3262.9,,0
251,2011-08-06 00:00:00,2013-09-14 00:00:00,25,M,83,43140.0,1612,11541,9929,770 days 00:00:00.000000000,4709.827597402597,,0
252,2009-08-01 00:00:00,2011-11-20 00:00:00,27,M,49,44052.0,9175,28668,19493,841 days 00:00:00.000000000,8465.895659928658,,0
253,2012-01-20 00:00:00,2012-04-20 00:00:00,4,F,33,44691.0,69773,71316,1543,91 days 00:00:00.000000000,6193.195054945055,,0
254,2009-12-09 00:00:00,2010-04-28 00:00:00,5,,109,44095.0,8738,11500,2762,140 days 00:00:00.000000000,7205.8607142857145,,0
255,2012-01-12 00:00:00,2012-05-02 00:00:00,5,M,40,44444.0,995,8471,7476,111 days 00:00:00.000000000,24600.08108108108,802.5,1
256,2011-10-05 00:00:00,2013-09-10 00:00:00,24,M,67,44132.0,539,18069,17530,706 days 00:00:00.000000000,9069.167847025496,,0
257,2013-09-03 00:00:00,2013-09-03 00:00:00,1,F,41,44138.0,3265,3265,0,0 days 00:00:00.000000000,,,0
258,2011-04-08 00:00:00,2011-10-05 00:00:00,7,F,65,44839.0,149,9057,8908,180 days 00:00:00.000000000,18075.81666666667,,0
259,2011-08-05 00:00:00,2013-08-11 00:00:00,9,F,58,43920.0,3798,8259,4461,737 days 00:00:00.000000000,2210.8280189959296,,0
260,2013-02-13 00:00:00,2013-08-11 00:00:00,7,F,41,44055.0,5625,10895,5270,179 days 00:00:00.000000000,10753.44972067039,,0
261,2011-07-03 00:00:00,2013-08-13 00:00:00,21,M,52,45459.0,109,1626,1517,772 days 00:00:00.000000000,717.7257124352332,,0
262,2012-02-04 00:00:00,2013-08-27 00:00:00,19,F,34,43074.0,417,59579,59162,570 days 00:00:00.000000000,37910.38684210526,124.35,1
263,2009-11-27 00:00:00,2010-09-22 00:00:00,11,M,62,43019.0,16598,29118,12520,299 days 00:00:00.000000000,15294.08026755853,,0
264,2010-07-28 00:00:00,2012-02-07 00:00:00,19,M,61,44875.0,1427,46412,44985,559 days 00:00:00.000000000,29393.150715563508,,0
265,2012-03-15 00:00:00,2013-08-02 00:00:00,18,F,46,45663.0,57408,65385,7977,505 days 00:00:00.000000000,5769.5034653465345,,0
266,2012-12-07 00:00:00,2013-05-14 00:00:00,6,F,33,45014.0,103,5398,5295,158 days 00:00:00.000000000,12240.49841772152,,0
267,2010-02-09 00:00:00,2010-10-26 00:00:00,9,M,79,44685.0,1153,6117,4964,259 days 00:00:00.000000000,7000.389961389961,,0
268,2012-10-26 00:00:00,2013-04-24 00:00:00,7,M,67,43302.0,3283,15682,12399,180 days 00:00:00.000000000,25159.6375,,0
269,2010-04-26 00:00:00,2013-03-20 00:00:00,35,M,65,43606.0,15,29534,29519,1059 days 00:00:00.000000000,10181.128186968837,,0
270,2013-04-19 00:00:00,2013-08-18 00:00:00,5,M,68,43606.0,203,2667,2464,121 days 00:00:00.000000000,7437.818181818182,,0
271,2009-10-03 00:00:00,2012-08-07 00:00:00,23,M,69,45320.0,7374,14969,7595,1039 days 00:00:00.000000000,2669.9458614051973,,0
272,2010-05-13 00:00:00,2013-08-16 00:00:00,39,M,44,44224.0,1309,116786,115477,1191 days 00:00:00.000000000,35413.91624685138,,0
273,2011-11-25 00:00:00,2013-09-14 00:00:00,22,F,55,43130.0,7861,35852,27991,659 days 00:00:00.000000000,15513.979893778453,,0
274,2010-06-05 00:00:00,2011-04-01 00:00:00,11,M,25,45680.0,181,32906,32725,300 days 00:00:00.000000000,39842.6875,,0
275,2011-05-11 00:00:00,2013-07-29 00:00:00,26,M,38,43311.0,6089,14644,8555,810 days 00:00:00.000000000,3857.671296296296,,0
276,2010-05-01 00:00:00,2011-03-02 00:00:00,10,,110,44212.0,281,3390,3109,305 days 00:00:00.000000000,3723.154918032787,,0
277,2012-02-07 00:00:00,2012-07-06 00:00:00,6,M,47,45036.0,1581,9859,8278,150 days 00:00:00.000000000,20156.93,,0
278,2012-09-02 00:00:00,2013-08-28 00:00:00,11,F,67,44515.0,9939,19684,9745,360 days 00:00:00.000000000,9887.114583333334,,0
279,2012-01-13 00:00:00,2013-09-05 00:00:00,20,M,69,45255.0,35248,51209,15961,601 days 00:00:00.000000000,9700.091930116474,0.0,1
280,2010-11-06 00:00:00,2010-12-24 00:00:00,2,F,42,44483.0,60,906,846,48 days 00:00:00.000000000,6437.53125,,0
281,2009-09-04 00:00:00,2013-07-19 00:00:00,38,F,74,44012.0,11834,28145,16311,1414 days 00:00:00.000000000,4213.29048797737,,0
282,2011-05-21 00:00:00,2012-12-11 00:00:00,13,M,79,44060.0,7033,11937,4904,570 days 00:00:00.000000000,3142.4315789473685,,0
283,2013-03-04 00:00:00,2013-08-31 00:00:00,6,F,40,43351.0,244,6392,6148,180 days 00:00:00.000000000,12475.316666666668,,0
284,2012-03-04 00:00:00,2012-12-29 00:00:00,10,F,39,43351.0,47403,61628,14225,300 days 00:00:00.000000000,17318.9375,,0
285,2012-06-05 00:00:00,2013-07-30 00:00:00,13,M,43,44039.0,7756,14304,6548,420 days 00:00:00.000000000,5694.421428571429,,0
286,2012-08-24 00:00:00,2012-10-06 00:00:00,3,F,77,45680.0,250,475,225,43 days 00:00:00.000000000,1911.1918604651162,,0
287,2010-04-29 00:00:00,2011-04-07 00:00:00,11,,110,43021.0,3209,24684,21475,343 days 00:00:00.000000000,22868.05758017493,,0
288,2010-01-23 00:00:00,2010-07-31 00:00:00,5,M,63,43138.0,12457,14014,1557,189 days 00:00:00.000000000,3008.964285714286,,0
289,2010-11-01 00:00:00,2011-09-28 00:00:00,9,M,31,45236.0,657,16190,15533,331 days 00:00:00.000000000,17140.2666163142,,0
290,2012-02-26 00:00:00,2013-09-18 00:00:00,17,F,45,43213.0,35746,61111,25365,570 days 00:00:00.000000000,16253.625,,0
291,2009-08-30 00:00:00,2010-09-22 00:00:00,13,M,70,44256.0,12374,17533,5159,388 days 00:00:00.000000000,4856.507087628866,,0
292,2010-10-04 00:00:00,2012-02-27 00:00:00,15,M,71,44256.0,63,11099,11036,511 days 00:00:00.000000000,7888.256360078278,,0
293,2012-03-30 00:00:00,2013-08-08 00:00:00,17,M,66,44260.0,894,18795,17901,496 days 00:00:00.000000000,13182.13760080645,1661.91,1
294,2011-12-13 00:00:00,2013-01-08 00:00:00,13,M,63,44303.0,4781,8003,3222,392 days 00:00:00.000000000,3002.1313775510203,,0
295,2009-09-12 00:00:00,2011-09-02 00:00:00,25,F,62,43113.0,42203,71090,28887,720 days 00:00:00.000000000,14654.134375000001,,0
296,2009-08-26 00:00:00,2013-09-04 00:00:00,48,M,61,45440.0,12193,39427,27234,1470 days 00:00:00.000000000,6766.815306122449,2227.15,1
297,2013-03-14 00:00:00,2013-08-11 00:00:00,5,M,65,45459.0,41917,43028,1111,150 days 00:00:00.000000000,2705.2850000000003,,0
298,2013-07-22 00:00:00,2013-08-20 00:00:00,2,M,62,45324.0,6770,7802,1032,29 days 00:00:00.000000000,12997.862068965516,,0
299,2010-07-17 00:00:00,2010-07-17 00:00:00,1,F,63,45414.0,37700,37700,0,0 days 00:00:00.000000000,,,0
300,2011-05-24 00:00:00,2013-09-10 00:00:00,28,F,64,45414.0,7030,31161,24131,840 days 00:00:00.000000000,10492.675892857143,793.43,1
301,2012-01-13 00:00:00,2012-03-27 00:00:00,2,F,49,44906.0,78082,79582,1500,74 days 00:00:00.000000000,7403.716216216217,,0
302,2012-05-03 00:00:00,2013-02-28 00:00:00,8,M,69,44070.0,820,8359,7539,301 days 00:00:00.000000000,9148.238372093023,,0
303,2011-03-03 00:00:00,2013-03-22 00:00:00,25,F,44,44281.0,30164,71346,41182,750 days 00:00:00.000000000,20055.634000000002,,0
304,2011-09-26 00:00:00,2013-08-08 00:00:00,22,F,65,43068.0,88550,94565,6015,682 days 00:00:00.000000000,3221.37646627566,,0
305,2010-01-15 00:00:00,2013-08-27 00:00:00,43,M,63,45431.0,25,44624,44599,1320 days 00:00:00.000000000,12340.746022727273,,0
306,2013-04-24 00:00:00,2013-06-07 00:00:00,2,F,27,43402.0,28361,31300,2939,44 days 00:00:00.000000000,24397.039772727272,,0
307,2011-10-04 00:00:00,2013-08-24 00:00:00,23,M,83,43502.0,524,10852,10328,690 days 00:00:00.000000000,5467.104347826087,,0
308,2009-09-02 00:00:00,2009-12-02 00:00:00,3,F,74,44012.0,53877,56834,2957,91 days 00:00:00.000000000,11868.618131868132,,0
309,2012-07-20 00:00:00,2013-07-15 00:00:00,12,F,77,44012.0,28415,37347,8932,360 days 00:00:00.000000000,9062.258333333333,,0
310,2009-08-19 00:00:00,2013-08-28 00:00:00,48,M,81,43016.0,10832,25108,14276,1470 days 00:00:00.000000000,3547.148979591837,,0
311,2013-03-14 00:00:00,2013-09-09 00:00:00,6,M,89,45102.0,6367,9089,2722,179 days 00:00:00.000000000,5554.248603351955,,0
312,2011-05-19 00:00:00,2012-08-08 00:00:00,16,F,63,45248.0,12454,21297,8843,447 days 00:00:00.000000000,7225.7399328859065,,0
313,2009-08-06 00:00:00,2011-09-21 00:00:00,21,F,61,45342.0,1233,3817,2584,776 days 00:00:00.000000000,1216.244845360825,,0
314,2013-06-11 00:00:00,2013-09-09 00:00:00,4,F,65,45342.0,13120,15452,2332,90 days 00:00:00.000000000,9464.033333333335,,0
315,2011-10-07 00:00:00,2013-01-30 00:00:00,16,M,63,44870.0,25996,42770,16774,481 days 00:00:00.000000000,12737.429313929315,,0
316,2013-03-16 00:00:00,2013-08-19 00:00:00,6,M,64,44870.0,502,7021,6519,156 days 00:00:00.000000000,15263.235576923076,,0
317,2011-09-02 00:00:00,2013-07-23 00:00:00,22,F,55,44667.0,5213,34054,28841,690 days 00:00:00.000000000,15266.920652173912,981.24,1
318,2011-06-10 00:00:00,2011-10-08 00:00:00,5,F,28,43220.0,291,5062,4771,120 days 00:00:00.000000000,14521.73125,,0
319,2009-08-18 00:00:00,2013-08-26 00:00:00,48,M,68,43558.0,23587,88202,64615,1469 days 00:00:00.000000000,16065.77859087815,1536.08,1
320,2011-08-27 00:00:00,2012-07-23 00:00:00,12,M,47,44137.0,44937,52123,7186,331 days 00:00:00.000000000,7929.5664652567975,,0
321,2011-04-10 00:00:00,2013-08-27 00:00:00,28,F,60,44811.0,23842,42393,18551,870 days 00:00:00.000000000,7788.2215517241375,,0
322,2011-02-12 00:00:00,2013-07-31 00:00:00,30,F,40,43110.0,45,32130,32085,900 days 00:00:00.000000000,13021.162499999999,524.49,1
323,2009-12-27 00:00:00,2013-09-06 00:00:00,46,M,79,44278.0,43851,74466,30615,1349 days 00:00:00.000000000,8289.198480355819,,0
324,2011-06-25 00:00:00,2012-11-01 00:00:00,18,M,75,45231.0,510,21491,20981,495 days 00:00:00.000000000,15481.434848484847,,0
325,2010-01-18 00:00:00,2013-08-30 00:00:00,43,F,64,44130.0,19678,45678,26000,1320 days 00:00:00.000000000,7194.318181818182,541.26,1
326,2011-07-05 00:00:00,2011-10-30 00:00:00,4,M,31,45680.0,633,6273,5640,117 days 00:00:00.000000000,17606.923076923078,,0
327,2010-08-01 00:00:00,2011-07-08 00:00:00,10,M,39,44680.0,44977,66133,21156,341 days 00:00:00.000000000,22660.49560117302,,0
328,2011-06-24 00:00:00,2013-07-14 00:00:00,24,M,52,43105.0,5293,16231,10938,751 days 00:00:00.000000000,5319.713049267642,,0
329,2009-10-22 00:00:00,2010-04-20 00:00:00,7,M,41,44035.0,23996,33557,9561,180 days 00:00:00.000000000,19400.8625,,0
330,2010-10-15 00:00:00,2013-08-15 00:00:00,30,F,34,45240.0,2209,32442,30233,1035 days 00:00:00.000000000,10669.18188405797,,0
331,2010-12-03 00:00:00,2013-08-09 00:00:00,30,F,30,43016.0,629,45896,45267,980 days 00:00:00.000000000,16871.195663265305,,0
332,2009-10-09 00:00:00,2011-09-29 00:00:00,23,M,58,44126.0,7808,19621,11813,720 days 00:00:00.000000000,5992.636458333333,,0
333,2013-07-26 00:00:00,2013-09-07 00:00:00,2,M,64,44266.0,855,2325,1470,43 days 00:00:00.000000000,12486.453488372092,,0
334,2010-09-10 00:00:00,2013-08-26 00:00:00,32,F,67,44057.0,22,50852,50830,1081 days 00:00:00.000000000,17174.521276595744,,0
335,2011-09-12 00:00:00,2012-07-30 00:00:00,9,M,65,44706.0,185,3708,3523,322 days 00:00:00.000000000,3996.1979813664598,,0
336,2012-07-17 00:00:00,2013-09-24 00:00:00,15,M,57,44705.0,920,25546,24626,434 days 00:00:00.000000000,20724.99193548387,,0
337,2009-11-03 00:00:00,2011-03-28 00:00:00,17,M,78,45377.0,24639,38010,13371,510 days 00:00:00.000000000,9575.995588235293,,0
338,2011-06-01 00:00:00,2011-06-22 00:00:00,1,F,58,45252.0,17,140,123,21 days 00:00:00.000000000,2139.3214285714284,,0
339,2010-09-19 00:00:00,2011-01-27 00:00:00,4,M,60,45251.0,1246,9844,8598,130 days 00:00:00.000000000,24157.07307692308,,0
340,2009-08-13 00:00:00,2009-08-13 00:00:00,1,M,59,45251.0,19459,19459,0,0 days 00:00:00.000000000,,,0
341,2012-05-08 00:00:00,2013-09-06 00:00:00,17,F,46,44146.0,446,7332,6886,486 days 00:00:00.000000000,5175.126543209877,,0
342,2009-08-22 00:00:00,2011-08-13 00:00:00,23,F,77,44512.0,9086,32485,23399,721 days 00:00:00.000000000,11853.65429958391,,0
343,2011-07-10 00:00:00,2013-08-28 00:00:00,26,M,80,45371.0,19737,30366,10629,780 days 00:00:00.000000000,4977.233653846153,,0
344,2011-05-19 00:00:00,2013-09-05 00:00:00,28,F,40,45243.0,19075,43674,24599,840 days 00:00:00.000000000,10696.172321428572,,0
345,2011-08-03 00:00:00,2011-12-01 00:00:00,5,M,37,43420.0,113197,121185,7988,120 days 00:00:00.000000000,24313.475000000002,,0
346,2009-09-08 00:00:00,2010-09-03 00:00:00,11,M,62,43085.0,22097,28861,6764,360 days 00:00:00.000000000,6862.641666666667,,0
347,2010-01-18 00:00:00,2010-03-22 00:00:00,3,M,51,43146.0,12,1053,1041,63 days 00:00:00.000000000,6035.321428571428,,0
348,2010-02-13 00:00:00,2013-07-25 00:00:00,41,F,52,45429.0,41084,72008,30924,1258 days 00:00:00.000000000,8978.530206677266,2330.42,1
349,2011-09-17 00:00:00,2013-09-06 00:00:00,24,F,54,44137.0,1288,28162,26874,720 days 00:00:00.000000000,13632.956250000001,,0
350,2011-09-27 00:00:00,2011-12-26 00:00:00,4,F,51,43016.0,2746,10709,7963,90 days 00:00:00.000000000,32316.508333333335,,0
351,2013-01-01 00:00:00,2013-08-09 00:00:00,8,M,44,45231.0,66879,71099,4220,220 days 00:00:00.000000000,7006.159090909091,,0
352,2011-06-11 00:00:00,2012-08-04 00:00:00,15,M,45,45013.0,85,12845,12760,420 days 00:00:00.000000000,11096.642857142857,,0
353,2012-09-24 00:00:00,2013-08-21 00:00:00,12,M,46,45013.0,920,14878,13958,331 days 00:00:00.000000000,15402.294561933533,,0
354,2010-12-13 00:00:00,2013-04-28 00:00:00,28,M,48,43832.0,1768,46170,44402,867 days 00:00:00.000000000,18705.686851211074,2314.15,1
355,2011-05-13 00:00:00,2013-08-30 00:00:00,28,,111,44052.0,19,29078,29059,840 days 00:00:00.000000000,12635.475892857143,,0
356,2010-05-29 00:00:00,2011-10-22 00:00:00,18,F,36,43055.0,33882,50336,16454,511 days 00:00:00.000000000,11760.907045009784,,0
357,2011-03-30 00:00:00,2011-09-27 00:00:00,6,F,64,44094.0,11,4796,4785,181 days 00:00:00.000000000,9655.918508287294,1535.6999999999998,1
358,2013-05-24 00:00:00,2013-09-21 00:00:00,5,M,69,45242.0,100199,102506,2307,120 days 00:00:00.000000000,7021.931250000001,,0
359,2009-09-26 00:00:00,2013-08-05 00:00:00,48,M,73,44053.0,43790,69648,25858,1409 days 00:00:00.000000000,6703.076295244855,,0
360,2009-08-19 00:00:00,2010-06-16 00:00:00,11,M,53,44408.0,33041,36390,3349,301 days 00:00:00.000000000,4063.861295681063,,0
361,2011-05-05 00:00:00,2011-05-05 00:00:00,1,M,77,43147.0,27400,27400,0,0 days 00:00:00.000000000,,,0
362,2012-09-11 00:00:00,2013-01-09 00:00:00,5,M,68,43837.0,103,2133,2030,120 days 00:00:00.000000000,6178.8125,,0
363,2011-05-21 00:00:00,2011-10-08 00:00:00,6,M,69,44053.0,26933,27959,1026,140 days 00:00:00.000000000,2676.7607142857146,597.05,1
