DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
15387,2009-12-08 00:00:00,2010-07-26 00:00:00,8,F,43,44446.0,226,3665,3439,230 days 00:00:00.000000000,5461.281521739131,,0
15388,2010-03-12 00:00:00,2011-07-05 00:00:00,17,F,44,44131.0,53451,63909,10458,480 days 00:00:00.000000000,7957.884375000001,,0
15389,2010-11-28 00:00:00,2013-08-14 00:00:00,34,F,49,44224.0,434,16401,15967,990 days 00:00:00.000000000,5890.855303030303,,0
15390,2010-08-06 00:00:00,2013-04-23 00:00:00,28,F,47,44109.0,280,11165,10885,991 days 00:00:00.000000000,4011.852926337033,,0
15391,2010-06-25 00:00:00,2011-05-21 00:00:00,12,M,30,45245.0,3319,25745,22426,330 days 00:00:00.000000000,24821.504545454547,,0
15392,2011-01-24 00:00:00,2012-05-20 00:00:00,16,M,41,45822.0,215,9896,9681,482 days 00:00:00.000000000,7336.068983402489,,0
15393,2009-08-09 00:00:00,2011-01-01 00:00:00,17,M,40,45822.0,9724,21116,11392,510 days 00:00:00.000000000,8158.682352941176,,0
15394,2012-11-15 00:00:00,2013-06-06 00:00:00,8,M,43,45822.0,649,4809,4160,203 days 00:00:00.000000000,7484.926108374384,,0
15395,2011-12-13 00:00:00,2013-05-26 00:00:00,17,F,34,44056.0,7133,29127,21994,530 days 00:00:00.000000000,15157.185849056603,,0
15396,2010-01-07 00:00:00,2011-11-19 00:00:00,23,M,36,44138.0,231,31184,30953,681 days 00:00:00.000000000,16601.443832599118,3533.1099999999997,1
15397,2013-02-20 00:00:00,2013-08-20 00:00:00,7,M,64,43054.0,47,4809,4762,181 days 00:00:00.000000000,9609.50552486188,,0
15398,2011-05-21 00:00:00,2013-01-09 00:00:00,20,M,63,43054.0,1377,14236,12859,599 days 00:00:00.000000000,7840.9845575959935,,0
15399,2011-08-21 00:00:00,2011-10-19 00:00:00,3,M,54,44130.0,29085,30252,1167,59 days 00:00:00.000000000,7224.521186440678,,0
15400,2011-11-10 00:00:00,2013-08-25 00:00:00,16,M,62,45305.0,4237,14753,10516,654 days 00:00:00.000000000,5873.04128440367,,0
15401,2010-10-05 00:00:00,2011-09-20 00:00:00,12,F,18,43615.0,695,14787,14092,350 days 00:00:00.000000000,14706.008571428572,,0
15402,2012-08-06 00:00:00,2013-08-31 00:00:00,13,F,45,45237.0,1438,12744,11306,390 days 00:00:00.000000000,10588.503846153846,,0
15403,2009-08-04 00:00:00,2011-08-23 00:00:00,22,M,66,45769.0,9692,25155,15463,749 days 00:00:00.000000000,7540.535046728973,,0
15404,2011-06-23 00:00:00,2012-03-08 00:00:00,10,M,71,44131.0,1514,9270,7756,259 days 00:00:00.000000000,10937.756756756757,,0
15405,2011-05-06 00:00:00,2013-08-13 00:00:00,22,F,71,43756.0,38164,62155,23991,830 days 00:00:00.000000000,10557.485240963857,,0
15406,2010-05-06 00:00:00,2013-08-08 00:00:00,35,M,70,45344.0,441,41261,40820,1190 days 00:00:00.000000000,12528.995798319327,,0
15407,2011-07-09 00:00:00,2013-08-27 00:00:00,25,F,59,44676.0,66181,110605,44424,780 days 00:00:00.000000000,20802.392307692306,,0
15408,2011-05-19 00:00:00,2013-09-05 00:00:00,26,M,54,44067.0,7071,25479,18408,840 days 00:00:00.000000000,8004.192857142858,,0
15409,2013-01-14 00:00:00,2013-09-11 00:00:00,9,M,58,43204.0,7017,10401,3384,240 days 00:00:00.000000000,5150.025000000001,,0
15410,2010-01-15 00:00:00,2011-09-07 00:00:00,21,M,55,43204.0,10454,14986,4532,600 days 00:00:00.000000000,2758.855,,0
15411,2011-04-29 00:00:00,2012-08-21 00:00:00,17,F,77,43160.0,16487,21739,5252,480 days 00:00:00.000000000,3996.4437500000004,,0
15412,2011-11-04 00:00:00,2013-09-17 00:00:00,23,M,55,44720.0,377,33632,33255,683 days 00:00:00.000000000,17783.878111273792,617.13,1
15413,2010-10-21 00:00:00,2013-07-08 00:00:00,33,F,47,43558.0,233,9232,8999,991 days 00:00:00.000000000,3316.735368314833,,0
15414,2010-10-01 00:00:00,2013-08-16 00:00:00,34,F,70,43125.0,14961,32748,17787,1050 days 00:00:00.000000000,6187.335,,0
15415,2009-11-20 00:00:00,2011-06-14 00:00:00,20,M,71,44714.0,46472,57039,10567,571 days 00:00:00.000000000,6759.363835376533,,0
15416,2009-08-12 00:00:00,2010-01-25 00:00:00,6,F,40,44138.0,46139,49947,3808,166 days 00:00:00.000000000,8378.746987951807,,0
15417,2011-05-02 00:00:00,2012-05-27 00:00:00,13,M,55,45135.0,17354,52659,35305,391 days 00:00:00.000000000,32979.92647058824,,0
15418,2011-12-07 00:00:00,2012-08-29 00:00:00,8,F,50,43961.0,26339,31047,4708,266 days 00:00:00.000000000,6464.65037593985,,0
15419,2009-08-26 00:00:00,2011-05-18 00:00:00,22,M,58,43623.0,17764,47567,29803,630 days 00:00:00.000000000,17278.644047619047,,0
15420,2011-03-13 00:00:00,2013-08-29 00:00:00,29,F,66,44905.0,62104,78558,16454,900 days 00:00:00.000000000,6677.581666666666,1053.95,1
15421,2009-08-31 00:00:00,2013-08-15 00:00:00,24,F,57,43055.0,580,8357,7777,1445 days 00:00:00.000000000,1965.778027681661,,0
15422,2013-05-11 00:00:00,2013-08-11 00:00:00,4,M,79,43537.0,16,559,543,92 days 00:00:00.000000000,2155.7690217391305,,0
15423,2013-01-24 00:00:00,2013-01-24 00:00:00,1,F,28,44134.0,23327,23327,0,0 days 00:00:00.000000000,,18348.61,1
15424,2013-03-11 00:00:00,2013-08-08 00:00:00,5,F,28,44134.0,219,5758,5539,150 days 00:00:00.000000000,13487.465,,0
15425,2010-07-08 00:00:00,2011-06-02 00:00:00,12,F,33,43228.0,48,10316,10268,329 days 00:00:00.000000000,11399.352583586626,,0
15426,2011-12-02 00:00:00,2013-07-28 00:00:00,16,M,56,45242.0,61025,85649,24624,604 days 00:00:00.000000000,14890.58940397351,,0
15427,2012-05-25 00:00:00,2013-08-29 00:00:00,13,F,48,44060.0,503,11743,11240,461 days 00:00:00.000000000,8905.444685466378,,0
15428,2011-01-22 00:00:00,2013-07-31 00:00:00,30,F,35,43065.0,1019,32838,31819,921 days 00:00:00.000000000,12618.772801302932,5582.81,1
15429,2012-04-26 00:00:00,2012-09-24 00:00:00,6,F,55,44133.0,650,4465,3815,151 days 00:00:00.000000000,9228.004966887418,,0
15430,2011-06-02 00:00:00,2013-09-06 00:00:00,27,F,48,44146.0,398,26001,25603,827 days 00:00:00.000000000,11307.733675937123,,0
15431,2012-08-02 00:00:00,2013-01-09 00:00:00,5,M,49,45415.0,66,5106,5040,160 days 00:00:00.000000000,11505.375,,0
15432,2010-01-16 00:00:00,2013-09-28 00:00:00,43,F,71,44446.0,6573,43590,37017,1351 days 00:00:00.000000000,10007.74185788305,,0
15433,2012-09-12 00:00:00,2013-09-06 00:00:00,13,F,74,44012.0,29,1592,1563,359 days 00:00:00.000000000,1590.2110027855153,,0
15434,2010-09-25 00:00:00,2011-08-31 00:00:00,10,M,76,43935.0,132,5474,5342,340 days 00:00:00.000000000,5738.72205882353,,0
15435,2011-08-19 00:00:00,2013-08-08 00:00:00,25,F,77,45014.0,5625,14400,8775,720 days 00:00:00.000000000,4451.484375,0.0,1
15436,2011-11-09 00:00:00,2012-09-10 00:00:00,8,M,61,43123.0,27355,30711,3356,306 days 00:00:00.000000000,4005.8137254901962,,0
15437,2012-04-24 00:00:00,2012-05-23 00:00:00,2,M,72,45619.0,95032,96108,1076,29 days 00:00:00.000000000,13552.03448275862,,0
15438,2009-08-10 00:00:00,2011-06-02 00:00:00,23,M,74,45356.0,37765,57192,19427,661 days 00:00:00.000000000,10734.81354009077,,0
15439,2011-10-03 00:00:00,2013-07-23 00:00:00,21,M,49,43235.0,9511,27158,17647,659 days 00:00:00.000000000,9780.82966616085,,0
15440,2012-08-03 00:00:00,2013-08-29 00:00:00,11,M,77,43021.0,6850,8402,1552,391 days 00:00:00.000000000,1449.7902813299233,,0
15441,2011-03-01 00:00:00,2012-11-10 00:00:00,20,M,61,44314.0,657,32388,31731,620 days 00:00:00.000000000,18693.141532258065,,0
15442,2012-02-06 00:00:00,2013-09-21 00:00:00,19,F,40,45424.0,4098,17649,13551,593 days 00:00:00.000000000,8346.547639123104,,0
15443,2011-05-18 00:00:00,2013-08-06 00:00:00,25,F,68,44256.0,24,26278,26254,811 days 00:00:00.000000000,11824.011713933416,,0
15444,2009-12-12 00:00:00,2009-12-12 00:00:00,1,F,68,45239.0,4558,4558,0,0 days 00:00:00.000000000,,,0
15445,2010-11-04 00:00:00,2011-05-21 00:00:00,5,M,54,44055.0,1143,17226,16083,198 days 00:00:00.000000000,29668.26136363636,,0
15446,2012-05-31 00:00:00,2013-08-16 00:00:00,15,M,40,43701.0,493,4676,4183,442 days 00:00:00.000000000,3456.653280542986,,0
15447,2009-08-03 00:00:00,2013-09-10 00:00:00,49,M,28,45430.0,8317,41213,32896,1499 days 00:00:00.000000000,8015.519679786525,,0
15448,2012-07-28 00:00:00,2013-09-22 00:00:00,13,F,54,45458.0,60,14991,14931,421 days 00:00:00.000000000,12953.79513064133,,0
15449,2009-11-12 00:00:00,2010-11-07 00:00:00,13,M,61,44145.0,270,9674,9404,360 days 00:00:00.000000000,9541.141666666666,13845.39,1
15450,2012-11-02 00:00:00,2013-07-30 00:00:00,9,M,30,44875.0,27,13885,13858,270 days 00:00:00.000000000,18746.794444444444,,0
15451,2009-12-12 00:00:00,2010-06-16 00:00:00,7,F,54,43223.0,1079,11742,10663,186 days 00:00:00.000000000,20939.03629032258,,0
15452,2013-07-28 00:00:00,2013-08-27 00:00:00,2,M,71,45805.0,39231,39936,705,30 days 00:00:00.000000000,8583.375,,0
15453,2011-06-02 00:00:00,2013-08-07 00:00:00,25,M,68,43793.0,1600,47573,45973,797 days 00:00:00.000000000,21068.55489335006,2659.84,1
15454,2010-06-15 00:00:00,2013-07-29 00:00:00,35,F,81,44870.0,3559,10747,7188,1140 days 00:00:00.000000000,2302.9973684210527,,0
15455,2012-08-17 00:00:00,2013-08-16 00:00:00,13,F,63,45429.0,5892,18132,12240,364 days 00:00:00.000000000,12282.032967032967,,0
15456,2010-03-03 00:00:00,2012-06-20 00:00:00,27,M,49,44039.0,181,23370,23189,840 days 00:00:00.000000000,10083.074107142858,,0
15457,2012-08-02 00:00:00,2013-08-27 00:00:00,11,M,52,44039.0,169,9974,9805,390 days 00:00:00.000000000,9182.759615384615,,0
15458,2013-04-16 00:00:00,2013-07-01 00:00:00,3,M,53,44405.0,10425,11940,1515,76 days 00:00:00.000000000,7280.970394736842,,0
15459,2011-03-28 00:00:00,2011-03-28 00:00:00,1,F,20,45067.0,3815,3815,0,0 days 00:00:00.000000000,,,0
15460,2011-05-17 00:00:00,2013-08-05 00:00:00,26,M,61,44087.0,35475,66770,31295,811 days 00:00:00.000000000,14094.326448828608,,0
15461,2009-10-13 00:00:00,2013-08-24 00:00:00,45,F,58,44708.0,19143,46456,27313,1411 days 00:00:00.000000000,7070.21491849752,,0
15462,2012-06-16 00:00:00,2013-08-10 00:00:00,15,F,59,43229.0,3148,14455,11307,420 days 00:00:00.000000000,9833.051785714286,,0
15463,2011-08-17 00:00:00,2013-09-05 00:00:00,25,M,74,44720.0,25850,35299,9449,750 days 00:00:00.000000000,4601.6630000000005,,0
15464,2012-05-04 00:00:00,2013-08-27 00:00:00,14,M,60,44512.0,24,15143,15119,480 days 00:00:00.000000000,11504.6140625,,0
15465,2009-09-06 00:00:00,2010-03-04 00:00:00,7,M,38,45840.0,63776,73486,9710,179 days 00:00:00.000000000,19813.282122905028,,0
15466,2009-08-01 00:00:00,2013-09-04 00:00:00,47,M,57,45002.0,10542,28196,17654,1495 days 00:00:00.000000000,4313.126086956522,1349.14,1
15467,2012-06-19 00:00:00,2013-05-15 00:00:00,12,F,25,44092.0,77718,100670,22952,330 days 00:00:00.000000000,25403.69090909091,,0
15468,2009-12-27 00:00:00,2011-01-19 00:00:00,9,M,21,45177.0,3001,23525,20524,388 days 00:00:00.000000000,19320.595360824744,,0
15469,2010-08-15 00:00:00,2013-08-29 00:00:00,34,F,63,45069.0,3316,52356,49040,1110 days 00:00:00.000000000,16136.81081081081,1643.7800000000002,1
15470,2010-10-27 00:00:00,2013-08-12 00:00:00,34,M,37,45204.0,51098,90033,38935,1020 days 00:00:00.000000000,13942.16544117647,19000.0,1
15471,2010-04-09 00:00:00,2013-07-22 00:00:00,39,M,82,45840.0,38295,57658,19363,1200 days 00:00:00.000000000,5893.613125,,0
15472,2009-10-29 00:00:00,2010-10-25 00:00:00,13,F,50,45067.0,48425,60582,12157,361 days 00:00:00.000000000,12300.122576177286,,0
15473,2009-10-11 00:00:00,2011-05-02 00:00:00,17,F,75,43081.0,31552,38104,6552,568 days 00:00:00.000000000,4213.235915492957,1965.87,1
15474,2012-04-03 00:00:00,2013-08-28 00:00:00,14,M,42,44057.0,107,17326,17219,512 days 00:00:00.000000000,12283.67138671875,,0
15475,2011-01-10 00:00:00,2013-02-27 00:00:00,25,F,83,44319.0,628,13107,12479,779 days 00:00:00.000000000,5851.033055198973,,0
15476,2013-04-15 00:00:00,2013-08-13 00:00:00,4,M,57,43501.0,1096,6294,5198,120 days 00:00:00.000000000,15821.4125,,0
15477,2009-10-30 00:00:00,2013-09-10 00:00:00,33,M,54,45601.0,57686,85124,27438,1411 days 00:00:00.000000000,7102.5722891566265,,0
15478,2012-05-21 00:00:00,2012-09-19 00:00:00,5,M,40,44142.0,666,2658,1992,121 days 00:00:00.000000000,6013.0413223140495,,0
15479,2009-09-12 00:00:00,2010-03-01 00:00:00,5,M,74,44511.0,81,1681,1600,170 days 00:00:00.000000000,3437.6470588235297,,0
15480,2009-10-05 00:00:00,2013-02-28 00:00:00,22,F,61,43023.0,2683,7927,5244,1242 days 00:00:00.000000000,1542.1666666666665,,0
15481,2009-10-12 00:00:00,2012-12-28 00:00:00,36,M,66,45504.0,23442,55588,32146,1173 days 00:00:00.000000000,10009.65601023018,,0
15482,2011-10-09 00:00:00,2013-08-24 00:00:00,22,M,78,43560.0,88,15561,15473,685 days 00:00:00.000000000,8250.384306569344,,0
15483,2009-12-14 00:00:00,2013-08-25 00:00:00,44,M,48,43147.0,15764,57101,41337,1350 days 00:00:00.000000000,11183.955,,0
15484,2010-03-01 00:00:00,2012-10-22 00:00:00,31,M,79,44720.0,363,49262,48899,966 days 00:00:00.000000000,18488.985248447203,0.0,1
15485,2011-05-10 00:00:00,2011-11-08 00:00:00,7,F,65,44134.0,1299,2005,706,182 days 00:00:00.000000000,1416.848901098901,,0
15486,2011-06-13 00:00:00,2013-08-31 00:00:00,25,F,53,44240.0,30233,55854,25621,810 days 00:00:00.000000000,11553.173148148147,,0
15487,2009-09-10 00:00:00,2013-09-06 00:00:00,28,F,63,45325.0,7302,23590,16288,1457 days 00:00:00.000000000,4083.179135209334,,0
15488,2010-09-04 00:00:00,2011-09-29 00:00:00,12,F,35,44667.0,48,17863,17815,390 days 00:00:00.000000000,16684.43269230769,,0
15489,2011-05-26 00:00:00,2013-09-13 00:00:00,29,M,62,43460.0,37300,60459,23159,841 days 00:00:00.000000000,10058.055588585019,,0
15490,2013-02-09 00:00:00,2013-07-08 00:00:00,6,F,66,43906.0,202,3383,3181,149 days 00:00:00.000000000,7797.719798657718,,0
15491,2009-08-18 00:00:00,2010-09-02 00:00:00,13,M,40,44113.0,1217,17313,16096,380 days 00:00:00.000000000,15471.22105263158,,0
15492,2011-12-30 00:00:00,2012-05-27 00:00:00,6,F,28,44820.0,49134,54539,5405,149 days 00:00:00.000000000,13249.505033557047,,0
15493,2013-05-28 00:00:00,2013-08-26 00:00:00,4,F,29,44820.0,7954,11949,3995,90 days 00:00:00.000000000,16213.041666666668,,0
15494,2010-01-09 00:00:00,2013-09-09 00:00:00,42,M,71,43068.0,283,26239,25956,1339 days 00:00:00.000000000,7080.2307692307695,612.81,1
15495,2009-08-06 00:00:00,2013-09-14 00:00:00,49,F,47,44203.0,11928,45683,33755,1500 days 00:00:00.000000000,8219.3425,,0
15496,2010-02-10 00:00:00,2013-09-02 00:00:00,41,M,73,44107.0,30347,46408,16061,1300 days 00:00:00.000000000,4512.523269230769,2088.8199999999997,1
15497,2013-03-27 00:00:00,2013-08-21 00:00:00,6,M,78,44410.0,4675,5944,1269,147 days 00:00:00.000000000,3153.076530612245,,0
15498,2011-09-07 00:00:00,2012-02-03 00:00:00,6,F,83,45424.0,5170,7793,2623,149 days 00:00:00.000000000,6429.870805369127,,0
15499,2009-10-02 00:00:00,2011-05-25 00:00:00,19,F,81,45424.0,7972,21399,13427,600 days 00:00:00.000000000,8173.686250000001,,0
15500,2010-09-20 00:00:00,2011-08-16 00:00:00,12,M,52,44052.0,2043,12603,10560,330 days 00:00:00.000000000,11688.0,,0
15501,2011-10-23 00:00:00,2011-10-23 00:00:00,1,M,57,44001.0,107,107,0,0 days 00:00:00.000000000,,,0
15502,2010-07-26 00:00:00,2013-09-07 00:00:00,38,F,66,44095.0,7453,19508,12055,1139 days 00:00:00.000000000,3865.749561018437,,0
15503,2013-01-01 00:00:00,2013-09-28 00:00:00,8,F,58,43502.0,16194,17251,1057,270 days 00:00:00.000000000,1429.8861111111112,,0
15504,2009-11-20 00:00:00,2013-08-30 00:00:00,45,F,39,45040.0,20067,59356,39289,1379 days 00:00:00.000000000,10406.314176939812,1128.19,1
15505,2011-10-03 00:00:00,2011-12-02 00:00:00,3,M,23,43143.0,22,2835,2813,60 days 00:00:00.000000000,17124.1375,,0
15506,2009-10-23 00:00:00,2012-08-07 00:00:00,34,F,70,45672.0,13360,26023,12663,1019 days 00:00:00.000000000,4538.921246319921,12439.52,1
15507,2009-10-26 00:00:00,2013-09-04 00:00:00,44,F,50,43551.0,6424,39012,32588,1409 days 00:00:00.000000000,8447.669978708303,,0
15508,2011-05-19 00:00:00,2011-10-16 00:00:00,6,M,23,44149.0,34,6664,6630,150 days 00:00:00.000000000,16144.050000000001,1535.5900000000001,1
15509,2011-03-18 00:00:00,2011-08-16 00:00:00,6,M,66,43025.0,771,3134,2363,151 days 00:00:00.000000000,5715.799668874172,,0
15510,2010-04-20 00:00:00,2011-03-15 00:00:00,12,M,64,44054.0,39,7611,7572,329 days 00:00:00.000000000,8406.300911854103,,0
15511,2011-07-13 00:00:00,2013-08-03 00:00:00,26,F,45,44685.0,1931,12796,10865,752 days 00:00:00.000000000,5277.182513297872,,0
15512,2010-06-27 00:00:00,2011-05-22 00:00:00,12,M,40,44023.0,70,10962,10892,329 days 00:00:00.000000000,12092.106382978724,,0
15513,2010-01-29 00:00:00,2010-07-01 00:00:00,5,F,51,45140.0,10513,12275,1762,153 days 00:00:00.000000000,4206.343137254902,,0
15514,2009-12-23 00:00:00,2013-09-02 00:00:00,34,F,67,44839.0,25837,56736,30899,1349 days 00:00:00.000000000,8366.093217197924,,0
15515,2011-11-21 00:00:00,2013-05-14 00:00:00,18,M,41,44904.0,44355,68549,24194,540 days 00:00:00.000000000,16364.552777777779,,0
15516,2011-03-22 00:00:00,2013-09-07 00:00:00,31,F,66,45133.0,25831,60574,34743,900 days 00:00:00.000000000,14099.8675,,0
15517,2010-02-11 00:00:00,2013-08-24 00:00:00,43,M,83,45449.0,14041,49635,35594,1290 days 00:00:00.000000000,10078.068604651164,,0
15518,2013-05-01 00:00:00,2013-08-29 00:00:00,3,F,31,45431.0,35368,39662,4294,120 days 00:00:00.000000000,13069.862500000001,,0
15519,2012-07-29 00:00:00,2013-04-25 00:00:00,10,M,70,43207.0,16807,29864,13057,270 days 00:00:00.000000000,17663.219444444447,,0
15520,2010-03-10 00:00:00,2010-03-10 00:00:00,1,,110,43440.0,79,79,0,0 days 00:00:00.000000000,,,0
15521,2011-06-15 00:00:00,2013-08-03 00:00:00,26,F,74,44070.0,5433,27076,21643,780 days 00:00:00.000000000,10134.75096153846,,0
15522,2012-10-15 00:00:00,2013-06-12 00:00:00,8,F,54,44691.0,42256,45673,3417,240 days 00:00:00.000000000,5200.246875,,0
15523,2010-07-20 00:00:00,2011-03-17 00:00:00,9,M,71,45030.0,27,4551,4524,240 days 00:00:00.000000000,6884.962500000001,,0
15524,2010-05-08 00:00:00,2011-08-31 00:00:00,16,M,44,44142.0,13188,27445,14257,480 days 00:00:00.000000000,10848.6859375,308.85,1
15525,2010-02-14 00:00:00,2013-05-29 00:00:00,40,M,37,45414.0,26618,64132,37514,1200 days 00:00:00.000000000,11418.323750000001,,0
15526,2012-12-14 00:00:00,2013-04-17 00:00:00,5,M,58,43207.0,931,2785,1854,124 days 00:00:00.000000000,5461.076612903225,,0
15527,2013-03-02 00:00:00,2013-08-29 00:00:00,6,M,41,44136.0,4218,7566,3348,180 days 00:00:00.000000000,6793.650000000001,,0
15528,2011-02-03 00:00:00,2013-07-13 00:00:00,28,M,63,44839.0,277,39081,38804,891 days 00:00:00.000000000,15907.026936026936,,0
15529,2010-02-11 00:00:00,2010-10-09 00:00:00,9,M,56,45365.0,873,7151,6278,240 days 00:00:00.000000000,9554.331250000001,,0
15530,2011-10-17 00:00:00,2012-09-11 00:00:00,12,M,46,44312.0,2405,19614,17209,330 days 00:00:00.000000000,19047.234090909093,,0
15531,2010-03-13 00:00:00,2013-09-23 00:00:00,42,F,52,44870.0,8219,39136,30917,1290 days 00:00:00.000000000,8753.825,,0
15532,2010-08-16 00:00:00,2011-05-13 00:00:00,10,F,51,45247.0,75,6867,6792,270 days 00:00:00.000000000,9188.066666666668,,0
15533,2011-07-27 00:00:00,2011-11-14 00:00:00,5,M,68,44883.0,557,4402,3845,110 days 00:00:00.000000000,12767.147727272728,,0
15534,2009-12-13 00:00:00,2013-07-25 00:00:00,42,F,67,45640.0,31962,48011,16049,1320 days 00:00:00.000000000,4440.83125,991.46,1
15535,2011-05-20 00:00:00,2012-09-10 00:00:00,17,F,54,44124.0,50933,63436,12503,479 days 00:00:00.000000000,9533.863778705638,,0
15536,2011-04-14 00:00:00,2011-08-02 00:00:00,5,F,46,45420.0,890,4781,3891,110 days 00:00:00.000000000,12919.888636363637,2264.97,1
15537,2010-11-06 00:00:00,2011-03-06 00:00:00,5,F,45,45420.0,35646,39244,3598,120 days 00:00:00.000000000,10951.4125,,0
15538,2010-08-30 00:00:00,2012-09-19 00:00:00,26,M,46,45015.0,43759,68309,24550,751 days 00:00:00.000000000,11939.930093209054,,0
15539,2012-01-25 00:00:00,2013-09-19 00:00:00,20,F,58,44484.0,6942,18631,11689,603 days 00:00:00.000000000,7080.277363184079,,0
15540,2011-12-09 00:00:00,2012-01-31 00:00:00,2,M,63,43758.0,64553,65905,1352,53 days 00:00:00.000000000,9317.32075471698,,0
15541,2009-11-01 00:00:00,2012-11-22 00:00:00,31,F,50,44720.0,12046,25010,12964,1117 days 00:00:00.000000000,4239.123545210385,,0
15542,2011-03-19 00:00:00,2011-07-18 00:00:00,5,M,54,44260.0,715,5544,4829,121 days 00:00:00.000000000,14576.795454545454,,0
15543,2013-03-05 00:00:00,2013-08-31 00:00:00,5,M,78,44410.0,28014,29797,1783,179 days 00:00:00.000000000,3638.216480446927,,0
15544,2013-05-14 00:00:00,2013-07-13 00:00:00,3,M,55,44030.0,7850,8545,695,60 days 00:00:00.000000000,4230.8125,,0
15545,2013-02-25 00:00:00,2013-09-23 00:00:00,8,F,37,44514.0,46267,52349,6082,210 days 00:00:00.000000000,10578.335714285715,,0
15546,2012-12-27 00:00:00,2013-08-23 00:00:00,9,F,49,43512.0,23858,33322,9464,239 days 00:00:00.000000000,14463.28870292887,,0
15547,2013-07-11 00:00:00,2013-09-06 00:00:00,3,M,66,45601.0,123031,123209,178,57 days 00:00:00.000000000,1140.6052631578946,,0
15548,2009-10-16 00:00:00,2013-08-25 00:00:00,46,M,68,45440.0,46187,75392,29205,1409 days 00:00:00.000000000,7570.707061745919,,0
15549,2011-04-11 00:00:00,2013-07-29 00:00:00,27,F,70,44708.0,6446,14278,7832,840 days 00:00:00.000000000,3405.5214285714287,,0
15550,2011-02-15 00:00:00,2013-06-03 00:00:00,26,F,68,44130.0,1967,14621,12654,839 days 00:00:00.000000000,5508.788438617402,,0
15551,2011-06-09 00:00:00,2013-09-06 00:00:00,25,F,45,43123.0,706,19246,18540,820 days 00:00:00.000000000,8258.213414634145,,0
15552,2009-10-27 00:00:00,2012-10-11 00:00:00,36,M,19,43613.0,157,38021,37864,1080 days 00:00:00.000000000,12805.394444444444,2091.98,1
15553,2009-10-27 00:00:00,2013-09-06 00:00:00,48,M,57,44023.0,8215,47619,39404,1410 days 00:00:00.000000000,10207.312765957447,,0
15554,2012-03-25 00:00:00,2012-07-19 00:00:00,5,F,63,43571.0,107,1269,1162,116 days 00:00:00.000000000,3658.7974137931033,,0
15555,2011-11-01 00:00:00,2011-12-31 00:00:00,2,M,64,43701.0,14086,16721,2635,60 days 00:00:00.000000000,16040.5625,,0
15556,2011-04-20 00:00:00,2011-11-13 00:00:00,8,M,63,45140.0,7255,12750,5495,207 days 00:00:00.000000000,9695.887681159422,,0
15557,2011-04-04 00:00:00,2011-09-20 00:00:00,6,F,20,44134.0,43147,49135,5988,169 days 00:00:00.000000000,12941.52071005917,,0
15558,2011-06-28 00:00:00,2011-11-26 00:00:00,6,M,40,45044.0,8252,15444,7192,151 days 00:00:00.000000000,17396.543046357616,,0
15559,2012-10-04 00:00:00,2013-08-30 00:00:00,11,F,39,45503.0,907,11734,10827,330 days 00:00:00.000000000,11983.520454545454,,0
15560,2012-02-03 00:00:00,2013-08-03 00:00:00,17,F,64,43724.0,89,18166,18077,547 days 00:00:00.000000000,12070.611060329069,,0
15561,2011-06-11 00:00:00,2011-12-08 00:00:00,7,F,64,43607.0,103,4053,3950,180 days 00:00:00.000000000,8015.208333333334,479.57,1
15562,2009-11-13 00:00:00,2013-09-23 00:00:00,46,F,77,43107.0,20894,48836,27942,1410 days 00:00:00.000000000,7238.167021276596,9239.060000000001,1
15563,2011-07-16 00:00:00,2013-09-05 00:00:00,27,M,76,45249.0,13833,35632,21799,782 days 00:00:00.000000000,10181.69405370844,1278.99,1
15564,2009-08-24 00:00:00,2013-09-02 00:00:00,50,M,57,45002.0,32037,71645,39608,1470 days 00:00:00.000000000,9841.375510204083,332.66,1
15565,2011-10-17 00:00:00,2012-12-31 00:00:00,15,M,33,45036.0,7737,40387,32650,441 days 00:00:00.000000000,27041.751700680274,179.55,1
15566,2011-10-10 00:00:00,2013-09-29 00:00:00,22,F,79,45040.0,2025,8649,6624,720 days 00:00:00.000000000,3360.3,,0
15567,2013-08-26 00:00:00,2013-08-26 00:00:00,1,M,34,43056.0,5791,5791,0,0 days 00:00:00.000000000,,,0
15568,2012-01-09 00:00:00,2013-09-20 00:00:00,21,F,34,43615.0,427,20648,20221,620 days 00:00:00.000000000,11912.452016129033,,0
15569,2011-04-23 00:00:00,2011-10-20 00:00:00,6,M,64,44089.0,575,22868,22293,180 days 00:00:00.000000000,45236.2125,,0
15570,2012-06-18 00:00:00,2012-11-09 00:00:00,6,M,65,44089.0,2134,19696,17562,144 days 00:00:00.000000000,44545.28125,,0
15571,2011-10-07 00:00:00,2013-03-20 00:00:00,18,M,73,44141.0,838,17457,16619,530 days 00:00:00.000000000,11452.999528301887,,0
15572,2009-11-07 00:00:00,2013-08-20 00:00:00,41,M,55,45066.0,70,27957,27887,1382 days 00:00:00.000000000,7370.27984804631,,0
15573,2009-09-07 00:00:00,2013-07-19 00:00:00,37,F,48,43004.0,4476,24727,20251,1411 days 00:00:00.000000000,5242.15290574061,544.0000000000005,1
15574,2010-05-26 00:00:00,2011-04-19 00:00:00,12,F,52,44142.0,2203,12253,10050,328 days 00:00:00.000000000,11191.349085365853,,0
